CISTICERCOSE, ANTICORPOS;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
CITOMEGALOVÍRUS IGG / IGM;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
CLOSTRIDIUM DIFFICILE, TOXINAS A E B;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
COMPLEMENTO C2;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
COMPLEMENTO C3;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
COMPLEMENTO C4;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
COMPLEMENTO CH-100;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
COMPLEMENTO CH-50;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
COXSACKIE B, ANTICORPOS;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
CRIOAGLUTININAS, DOSAGEM;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
CRIOGLOBULINAS, CARACTERIZAÇÃO - IMUNOELETROFORESE;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
CRIOGLOBULINAS, PESQUISA;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
CULTURA OU ESTIMULAÇÃO DOS LINFÓCITOS "IN VITRO" POR CONCANAVALINA, PHA OU POKEWEED;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
DENGUE, IGG E/OU IGM;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
DENGUE, ANTICORPOS IGG, SORO (TESTE RÁPIDO);N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
DENGUE, ANTICORPOS IGM, SORO (TESTE RÁPIDO);N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
ECHOVÍRUS, ANTICORPOS;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
ENSAIO PARA DOSAGEM DA LIBERAÇÃO DE INTERFERON GAMA  (COM DIRETRIZ DE UTILIZAÇÃO);N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;140.0;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
ENTAMOEBA HISTOLYTICA, ANTICORPOS IGG - PESQUISA E/OU DOSAGEM (AMEBÍASE);N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
ENTAMOEBA HISTOLYTICA, ANTICORPOS IGM - PESQUISA E/OU DOSAGEM (AMEBÍASE);N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
EPSTEIN-BARR VÍRUS, ANTI-EA (ANTÍGENO PRECOCE), IGG;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
EPSTEIN-BARR VÍRUS, ANTI-EBNA (ANTÍGENO NUCLEAR), IGG;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
EPSTEIN-BARR VÍRUS, ANTI-VCA (ANTÍGENO DO CAPSÍDEO VIRAL), IGG E/OU IGM;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
EQUINOCOCOSE, ANTICORPOS TOTAIS E/ OU IGG;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
FATOR ANTINÚCLEO, (FAN);N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
FATOR B (C3 ATIVADOR, C3A; C3 PROATIVADOR, C3PA);N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
FATOR REUMATÓIDE;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
FATOR REUMATÓIDE, TESTE DO LÁTEX;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
FILARIA SOROLOGIA;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
GIARDIA, SOROLOGIA;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
HAEMOPHILUS INFLUENZAE - PESQUISA DE ANTICORPOS - PESQUISA E/OU DOSAGEM EM LÍQUIDOS ORGÂNICOS;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
HELICOBACTER PYLORI - IGA - PESQUISA E/OU DOSAGEM;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
HELICOBACTER PYLORI - IGG - PESQUISA E/OU DOSAGEM;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
HELICOBACTER PYLORI - IGM - PESQUISA E/OU DOSAGEM;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
HEPATITE A - ANTI-HAV, IGG / IGM;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
HEPATITE B - ANTI-HBC, IGG (ANTI-ANTÍGENO "CORE" IGG) E/OU IGM (ANTI-ANTÍGENO "CORE" IGM);N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
HEPATITE B - ANTI-HBE (ANTI-ANTÍGENO "E");N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
HEPATITE B - ANTI-HBS (ANTI-ANTÍGENO DE SUPERFÍCIE);N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
HEPATITE B - HBEAG (ANTÍGENO "E");N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
HEPATITE B - HBSAG (ANTÍGENO DE SUPERFÍCIE);N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
HEPATITE C - ANTI-HCV - PESQUISA E/OU DOSAGEM;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
HEPATITE C - ANTI-HCV - IGM - PESQUISA E/OU DOSAGEM;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
HEPATITE D - ANTÍGENO PESQUISA E/OU DOSAGEM;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
HEPATITE D - ANTI-HDV, IGG / IGM;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
HEPATITE E - IGG/IGM;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
HERPES SIMPLES - IGG E/OU IGM (VARICELA);N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
HERPES ZOSTER - IGG / IGM (VARICELA);N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
HISTONA, ANTICORPOS;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
HISTOPLASMOSE, ANTICORPOS;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
HIV - ANTÍGENO P24;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
HIV1 E 2, PESQUISA DE ANTICORPOS;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
HIV1+ HIV2, (DETERMINAÇÃO CONJUNTA), PESQUISA DE ANTICORPOS;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
HTLV1 E 2, PESQUISA DE ANTICORPOS;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
IGA TOTAL;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
IGD;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
IGE TOTAL;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
IGE POR ALÉRGENO;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
IGE POR GRUPO ESPECÍFICO;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
IGG TOTAL;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
IGG SUBCLASSES (1, 2, 3, 4);N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
IGM TOTAL;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
IMUNOELETROFORESE, PROTEÍNAS SÉRICAS;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
IMUNOFLUORESCÊNCIA DIRETA OU INDIRETA (ANTIFÍGADO);N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
INIBIDOR DE C1 ESTERASE;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
LEGIONELLA - IGG / IGM;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
LEISHMANIOSE - IGG / IGM;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
LEPTOSPIROSE - IGG / IGM;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
LEPTOSPIROSE, AGLUTINAÇÃO;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
LINFÓCITOS T "HELPER" (CD-4+), CONTAGEM;N/A;N/A;N/A;AMB;HCO;HSO;REF;PAC;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
LINFÓCITOS T SUPRESSORES (CD-8+), CONTAGEM;N/A;N/A;N/A;AMB;HCO;HSO;REF;PAC;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
LISTERIOSE, ANTICORPOS;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
MALÁRIA - IGG / IGM;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
MYCOBACTERIUM LEPRAE (BACILO DE HANSEN), IGM, ANTICORPOS (TESTE RÁPIDO) ;480/2022;44744.0;N/A;AMB ;HCO ;HSO ;REF ;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS 
MICOPLASMA PNEUMONIAE - IGG E IGM;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
MONONUCLEOSE, ANTICORPOS HETERÓFILOS;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
NITROBLUE TETRAZOLIUM (NBT), TESTE DO, ESTIMULADO E ESPONTÂNEO;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
PARACOCCIDIOIDOMICOSE, ANTICORPOS TOTAIS / IGG;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
PARVOVÍRUS B19, IGG /IGM;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
PEPTÍDIO INTESTINAL VASOATIVO, DOSAGEM;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
PESQUISA RÁPIDA PARA INFLUENZA A E B (COM DIRETRIZ DE UTILIZAÇÃO);N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;128.0;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
PESQUISA RÁPIDA PARA VÍRUS SINCICIAL RESPIRATÓRIO (COM DIRETRIZ DE UTILIZAÇÃO);N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;130.0;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
PROTEINASE 3, ANTICORPO;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
C4D FRAGMENTO;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
PESQUISA DE HELICOBACTER PYLORI;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
PPD (TUBERCULINA), IDeR;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
PROTEÍNA C REATIVA;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
PROVA CRUZADA (CROSS-MATCH) ENTRE DOADOR E RECEPTOR (REALIZADA COM LINFÓCITOS TOTAIS, LINFÓCITOS T + ANTIGLOBULINA HUMANA E COM LINFÓCITOS B) - PARA DOAÇÃO DE ÓRGÃOS E TECIDOS;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
RUBÉOLA - IGG / IGM;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
SARAMPO - ANTICORPOS IGG / IGM;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
SARS-COV-2 (CORONAVÍRUS COVID-19) - PESQUISA DE ANTICORPOS IGG OU ANTICORPOS TOTAIS (COM DIRETRIZ DE UTILIZAÇÃO);N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;132.0;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS 
TESTE SARS-COV-2 (CORONAVÍRUS COVID-19), TESTE RÁPIDO PARA DETECÇÃO DE ANTÍGENO (COM DIRETRIZ DE UTILIZAÇÃO);478/2022;44581.0;N/A;AMB;HCO;HSO;REF;N/A;150.0;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS 
SCHISTOSOMA MANSONI - IGG / IGM;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
SÍFILIS - FTA-Abs-IgG;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
SÍFILIS - FTA-ABS-IGM;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
SÍFILIS - TPHA;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
SÍFILIS - VDRL (SOROLOGIA PARA LUES);N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
TESTE DE FLUXO LATERAL PARA DETECÇÃO DE LIPOARABINOMANANO EM URINA (LF - LAM) (COM DIRETRIZ DE UTILIZAÇÃO);619/2024;45659.0;N/A;AMB;HCO;HSO;REF;N/A;167.0;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
TIPAGEM HLA, LOCI A E B, MÉTODOS IMUNOLÓGICOS (TIPAGEM DO RECEPTOR E DOS CANDIDATOS A DOADOR);N/A;N/A;N/A;AMB;HCO;HSO;REF;PAC;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
TIPAGEM HLA, LOCI A E B, MÉTODOS MOLECULARES DE BAIXA A MÉDIA RESOLUÇÃO (TIPAGEM DO RECEPTOR E DOS CANDIDATOS A DOADOR);N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
TIPAGEM HLA, LOCI DR E DQ, MÉTODOS IMUNOLÓGICOS (TIPAGEM DO RECEPTOR E DOS CANDIDATOS A DOADOR);N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
TIPAGEM HLA, LOCI DR E DQ, MÉTODOS MOLECULARES DE ALTA RESOLUÇÃO (TIPAGEM DO RECEPTOR E DOS CANDIDATOS A DOADOR);N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
TIPAGEM HLA, LOCI DR E DQ, MÉTODOS MOLECULARES DE BAIXA A MÉDIA RESOLUÇÃO (TIPAGEM DO RECEPTOR E DOS CANDIDATOS A DOADOR);N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;IMUNOLOGIA;PROCEDIMENTOS LABORATORIAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
